@relation 'dataset_consumo_energia-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.MathExpression-Elog(A)-R1-3,5-6-weka.filters.unsupervised.attribute.Remove-R6-weka.filters.unsupervised.attribute.NominalToBinary-A-R1,2-weka.filters.unsupervised.attribute.Standardize'

@attribute Setor_Atividade=Residencial numeric
@attribute Setor_Atividade=Comercial numeric
@attribute Setor_Atividade=Industrial numeric
@attribute Dia_da_Semana=Segunda numeric
@attribute Dia_da_Semana=Terca numeric
@attribute Dia_da_Semana=Quarta numeric
@attribute Dia_da_Semana=Quinta numeric
@attribute Dia_da_Semana=Sexta numeric
@attribute Dia_da_Semana=Sabado numeric
@attribute Dia_da_Semana=Domingo numeric
@attribute Temperatura_Media numeric
@attribute Area_Metragem numeric
@attribute Ocupantes_Ativos numeric
@attribute Consumo_Energia numeric

@data
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.56238,-0.749936,-0.935232,5.629777
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.208023,-0.734482,-0.916912,5.793623
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,2.245575,-1.069444,-0.898592,5.70711
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,1.780481,0.942444,-0.239056,7.273925
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.027473,1.388291,2.490689,8.025778
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.855047,1.669146,2.380767,8.113127
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.633574,-0.520898,0.292237,6.533353
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.120815,1.420186,1.134977,7.809866
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0,0.066416,0.200635,6.667084
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,0.158734,-0.770348,6.272877
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.522838,0.591082,1.519706,7.56107
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.345659,0.143805,-0.477221,6.529857
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,0.627747,-0.220735,7.622272
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.872442,0.726559,2.234203,7.673363
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.275846,-1.2517,-0.898592,5.481472
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.274465,1.711161,1.391463,8.011521
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,3.065025,-1.318852,-0.953553,5.429346
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,1.625462,1.702911,7.999779
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.168481,1.273351,1.391463,7.751432
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.456396,-1.241334,0,5.45018
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.677869,-0.751581,-0.935232,5.567199
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.828148,1.212635,1.996038,7.810961
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,1.204652,-0.05595,-0.806989,6.202738
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.850295,-1.126315,-0.898592,5.516649
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.810753,0.627747,0,6.238715
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,2.688521,-0.628093,-0.770348,6.080848
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.563761,-0.212041,0.365519,6.602181
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.165109,-0.696804,-0.898592,5.783517
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.163729,-0.426606,0.347198,6.497077
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.075139,-0.886593,-0.935232,5.557214
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.518085,-0.310866,-0.642105,6.12534
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,1.736187,1.559899,2.08764,8.015922
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.146334,0.588884,1.702911,7.662844
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.119434,-0.696421,-0.916912,5.789042
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.677869,1.223977,2.197562,7.821202
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.628822,0.85925,0.567044,7.428749
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.367807,-0.889063,-0.074172,6.280209
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.367807,-1.332142,-0.880271,5.592106
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.584527,-0.050439,-0.660426,6.348964
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.13821,-0.292124,-0.165774,6.359055
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.563761,0.236412,0.237276,6.708694
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.385202,-0.158305,0.163994,8.996441
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.323512,-0.444429,-0.605465,6.070045
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.027473,0.052328,-0.568824,6.411818
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.301365,0.627747,-0.202415,6.611234
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,1.426125,-1.335726,-0.880271,5.593596
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.766458,0.694812,1.574668,7.574353
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,-1.028413,-0.458901,5.965634
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,1.160357,0.161539,-0.532183,6.432297
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.943636,0.097012,0.457121,6.861816
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.563761,-0.103298,0.200635,6.495568
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.008698,0.248103,0,6.789985
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.279217,0.218355,-0.752028,6.482189
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.894589,1.380799,1.391463,7.824686
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.983179,1.636161,1.647949,7.995711
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0,-0.531259,-0.752028,5.944373
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.987931,0.527778,-0.275697,6.985827
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0.296612,-1.216414,-0.935232,5.487283
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.163729,-0.947703,-0.385619,5.963579
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0,-0.978283,-0.916912,5.68392
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.987931,-0.714622,-0.935232,5.592851
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.456396,-1.017763,-0.147454,6.176283
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.540233,0.561277,0.347198,7.230636
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0,-1.042854,-0.880271,5.73625
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.049621,0.313274,-0.129133,6.633582
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.075139,-1.168213,-0.898592,5.580484
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.544985,-0.997477,-0.898592,5.713073
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.429496,-1.513281,-0.953553,5.15848
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.231551,-1.359451,-0.880271,5.505332
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.921489,1.721621,-0.275697,7.695394
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.647598,-0.699104,-0.953553,5.728475
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.429496,-1.573714,-0.898592,5.428468
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.389954,-0.706047,-0.880271,8.0977
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.894589,1.436494,-0.385619,7.518118
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.403977,-0.753231,-0.916912,5.84846
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.50069,-1.040428,-0.880271,8.172447
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.478543,1.301745,0.82353,7.698075
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.633574,1.269062,0.365519,7.476416
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.049621,1.463707,1.776192,7.882013
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.071768,-1.370659,-0.935232,5.409859
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,1.514714,0.627747,2.252524,7.740577
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.093915,1.000231,0.860171,7.56657
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0,-0.853788,-0.916912,5.593596
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.296612,0.781561,0,7.763616
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-1.187257,-0.87485,-0.898592,5.597681
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-0.58928,0.33791,0.273917,6.861397
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.185876,0.46474,2.050999,7.697258
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.916737,0.105061,0.072392,6.64665
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.010078,-1.05018,-0.916912,5.492238
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,1.636059,0,8.064857
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.185876,-1.323256,-0.880271,5.537334
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,2.909994,0.123212,-0.275697,6.58562
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0,-0.770768,-0.935232,5.75162
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.030845,1.692398,1.501386,7.998671
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,1.95766,1.479313,2.270844,8.001824
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.650969,-0.076402,0.347198,6.649244
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.230171,-0.913708,-0.916912,5.669191
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.473791,1.636654,2.582292,8.120678
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.274465,0.004959,-0.00089,6.551223
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-1.275846,0.186906,1.080016,7.420579
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.497319,1.682637,1.428104,8.051086
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,2.068396,0.627747,-0.953553,5.582744
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.185876,1.472936,2.032679,7.870281
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.097287,-1.277012,-0.898592,5.56337
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.124186,1.455986,1.428104,7.825725
-0.714594,1.421044,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.850295,-0.208243,0.035751,6.560182
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,2.799257,1.44849,0.40216,7.59282
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.56238,-1.416249,-0.898592,5.524656
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.655721,-0.885607,-0.880271,5.660875
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0,0.357557,-0.220735,6.730063
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,1.182504,0.27588,2.014358,7.628323
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.655721,1.715148,-0.568824,7.619086
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,0.938884,-0.190316,-0.458901,6.289901
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,1.638063,0.218955,7.782432
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.25707,1.567407,1.977717,8.010559
1.396706,-0.702355,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.673116,-0.950921,0,5.708106
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,1.403977,1.529638,0.731927,7.890246
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.921489,1.643956,1.2449,7.852906
-0.714594,1.421044,-0.702355,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-1.563761,0.627747,-0.660426,6.209997
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.301365,0.627747,-0.532183,6.19052
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.253699,-0.878744,-0.880271,5.66296
-0.714594,-0.702355,1.421044,2.292365,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.168481,1.58846,0.475441,7.704812
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,-0.01345,0.627747,1.886115,7.97498
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-1.475172,1.580245,0.273917,7.762
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,0.872442,-1.056959,-0.916912,5.572534
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.190628,-0.782693,-0.880271,5.865901
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,1.182504,-0.742576,0.457121,6.480351
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-1.563761,-0.968317,-0.953553,5.415211
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,-1.142962,0.04369,1.354822,7.347686
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,0.56238,1.029409,0.292237,7.433312
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,-0.387496,2.575709,-0.447814,-0.374274,-0.400506,-0.899342,-1.119554,-0.880271,5.6458
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.190628,1.143384,2.050999,7.80633
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,-0.01345,1.490751,2.472369,7.899932
1.396706,-0.702355,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.163729,-1.098975,-0.916912,5.543614
1.396706,-0.702355,-0.702355,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,-0.766458,-1.045898,-0.935232,5.487283
-0.714594,-0.702355,1.421044,-0.435392,2.378186,-0.387496,-0.387496,-0.447814,-0.374274,-0.400506,0.141581,0.862456,0.622005,7.445476
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0,1.108731,1.061695,7.675917
-0.714594,-0.702355,1.421044,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,-0.374274,2.492039,0.739558,0.840066,0.530403,7.346075
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,-0.447814,2.666702,-0.400506,-0.146334,-0.890053,-0.147454,6.255558
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,2.575709,-0.387496,-0.447814,-0.374274,-0.400506,0.163729,0.038688,0.072392,6.682735
-0.714594,1.421044,-0.702355,-0.435392,-0.41968,-0.387496,-0.387496,2.228776,-0.374274,-0.400506,2.821405,0.100981,-0.440581,6.417549
